행정 구역,업소명,소재지,전화번호,관리구분,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
경남 진주시,금산엘피지충전소," 경남 진주시 금산면 중천리 704,713 ",055-756-0983,자동차충전,"경남 진주시 금산면 중천리 704,713 ",1057805,1691221,정좌표,4.81704E+18,구주소,경상남도 진주시 금산면 월아산로 1906,경상남도 진주시 금산면 중천리 704,52625,4817041000,금산면,4817041026,금산면 중천리
경남 진주시,(주)성주에너지진주오렌지충전소," 경남 진주시 유곡동 122-2,122-3,122-27,122-31,122-32,122-36번지 ",055-745-6607,자동차충전,"경남 진주시 유곡동 122-2,122-3,122-27,122-31,122-32,122-36번지 ",1051155,1688937,정좌표,4.81701E+18,구주소,경상남도 진주시 진주대로 1298,경상남도 진주시 유곡동 122-2,52654,4817072000,이현동,4817012800,유곡동
경남 진주시,(주)대천주약충전소,경남 진주시 주약동 776-39번지,055-758-5189,자동차충전,경남 진주시 주약동 776-39번지,1054357,1686254,정좌표,4.81701E+18,구주소,경상남도 진주시 강남로 15,경상남도 진주시 주약동 776-39,52728,4817051500,천전동,4817010200,주약동
경남 진주시,주식회사에스피씨삼립진주(부산방향)충전소,경남 진주시 호탄동 382,055-759-1028,자동차충전,경남 진주시 호탄동 382,1056679,1685119,정좌표,4.81701E+18,구주소,경상남도 진주시 남해고속도로 194,경상남도 진주시 호탄동 382,52825,4817074000,가호동,4817013200,호탄동
경남 진주시,(주)경양엘피지 미래로가스충전소,경남 진주시 정촌면 화개리 1599-3번지,055-800-8813,자동차충전,경남 진주시 정촌면 화개리 1599-3번지,1054417,1682024,정좌표,4.81703E+18,구주소,경상남도 진주시 정촌면 진주대로 249,경상남도 진주시 정촌면 화개리 1599-3,52845,4817032000,정촌면,4817032021,정촌면 화개리
경남 진주시,동명가스충전소," 경남 진주시 문산읍 상문리 35-2,36-2,37-2 ",055-761-5355,자동차충전,"경남 진주시 문산읍 상문리 35-2,36-2,37-2 ",1064384,1686294,정좌표,4.81703E+18,구주소,경상남도 진주시 문산읍 진마대로 1062,경상남도 진주시 문산읍 상문리 35-2,52833,4817025000,문산읍,4817025021,문산읍 상문리
경남 진주시,합동가스,경남 진주시 상평동 224-3,055-752-8221,자동차충전,경남 진주시 상평동 224-3,1055498,1686507,정좌표,4.81701E+18,구주소,경상남도 진주시 솔밭로32번길 19,경상남도 진주시 상평동 224-3,52810,4817068000,상평동,4817012100,상평동
경남 진주시,동원가스,경남 진주시 내동면 독산리 63-3,055-759-6669,자동차충전,경남 진주시 내동면 독산리 63-3,1051721,1685224,정좌표,4.81703E+18,구주소,경상남도 진주시 내동면 순환로 395,경상남도 진주시 내동면 독산리 63-3,52849,4817031000,내동면,4817031021,내동면 독산리
경남 진주시,(주)성홍가스서진주충전소,경남 진주시 판문동 517-1번지,055-745-4121,자동차충전,경남 진주시 판문동 517-1번지,1049162,1687743,정좌표,4.81701E+18,구주소,경상남도 진주시 판문로 194,경상남도 진주시 판문동 517-1,52648,4817073000,판문동,4817012900,판문동
경남 진주시,대륙가스충전소,경남 진주시 문산읍 소문리 422-3,055-761-6543,자동차충전,경남 진주시 문산읍 소문리 422-3,1059864,1686871,정좌표,4.81703E+18,구주소,경상남도 진주시 문산읍 월아산로 1183,경상남도 진주시 문산읍 소문리 422-3,52853,4817025000,문산읍,4817025022,문산읍 소문리
경남 진주시,진주개인택시운영회,경남 진주시 초전동 1098,055-755-0114,자동차충전,경남 진주시 초전동 1098,1056008,1690984,정좌표,4.81701E+18,구주소,경상남도 진주시 월아산로 2092,경상남도 진주시 초전동 1098,52732,4817069500,초장동,4817012200,초전동
경남 진주시,(주)대창가스,경남 진주시 상평동 214-17,055-752-3330,용기+자동차+13kg용기,경남 진주시 상평동 214-17,1055748,1686644,정좌표,4.81701E+18,구주소,경상남도 진주시 돗골로 61,경상남도 진주시 상평동 214-17,52810,4817068000,상평동,4817012100,상평동
경남 진주시,진주LPG충전소,경남 진주시 초전동 1495-1.1496번지,055-762-0041,용기+자동차+탱크+13kg용기+부탄,경남 진주시 초전동 1495-1.1496번지,1057168,1689496,인근좌표,48170,구주소,,경상남도 진주시 초전동 1495-1,NULL,,,4817012200,초전동
경남 진주시,두성유통(주)문산(순천방향)LPG충전소,경남 진주시 문산읍 소문리 969외2필지,055-761-2820,자동차충전,경남 진주시 문산읍 소문리 969외2필지,1059344,1686401,정좌표,4.81703E+18,구주소,경상남도 진주시 문산읍 남해고속도로 195,경상남도 진주시 문산읍 소문리 969,52854,4817025000,문산읍,4817025022,문산읍 소문리
경남 창녕군,(주)이엠석유영산(하)충전소,경남 창녕군 영산면 신제리 1479-1,055-521-3284,자동차충전,경남 창녕군 영산면 신제리 1479-1,1090391,1715298,정좌표,4.87404E+18,구주소,경상남도 창녕군 영산면 장척호수길 56-110,경상남도 창녕군 영산면 신제리 1479-1,50351,4874038000,영산면,4874038027,영산면 신제리
경남 창녕군,남지IC충전소,경남 창녕군 남지읍 남지리 164-3,055-521-1331,자동차충전,경남 창녕군 남지읍 남지리 164-3,1089583,1711284,정좌표,4.87403E+18,구주소,경상남도 창녕군 남지읍 낙동로 579-4,경상남도 창녕군 남지읍 남지리 164-3,50357,4874025300,남지읍,4874025321,남지읍 남지리
경남 창녕군,(주)경성에너지 영산충전소,경남 창녕군 영산면 서리 209-7,055-536-1811,자동차충전,경남 창녕군 영산면 서리 209-7,1092929,1718495,정좌표,4.87404E+18,구주소,경상남도 창녕군 영산면 영산장마로 733,경상남도 창녕군 영산면 서리 209-7,50342,4874038000,영산면,4874038021,영산면 서리
경남 창녕군,광신개발(주)직영 부곡온천충전소,경남 창녕군 부곡면 부곡리 607-1,055-521-0371,자동차충전,경남 창녕군 부곡면 부곡리 607-1,1099590,1716223,정좌표,4.87404E+18,구주소,경상남도 창녕군 부곡면 부곡로 9,경상남도 창녕군 부곡면 부곡리 607-1,50365,4874042000,부곡면,4874042021,부곡면 부곡리
경남 창녕군,(주)경성에너지,경남 창녕군 대합면 등지리 274,055-532-2557,용기+자동차+탱크+13kg용기,경남 창녕군 대합면 등지리 274,1087843,1734245,정좌표,4.87403E+18,구주소,경상남도 창녕군 대합면 경남대로 5408,경상남도 창녕군 대합면 등지리 274,50308,4874033000,대합면,4874033022,대합면 등지리
경남 창녕군,광신개발(주)직영우성LPG롯트," 경남 창녕군 영산면 죽사리 1096-1,1456-76,1465-52번지 ",055-521-5588,자동차충전,"경남 창녕군 영산면 죽사리 1096-1,1456-76,1465-52번지 ",1092667,1716954,정좌표,4.87404E+18,구주소,경상남도 창녕군 영산면 영산도천로 452,경상남도 창녕군 영산면 죽사리 1096-1,50348,4874038000,영산면,4874038026,영산면 죽사리
경남 창녕군,대흥가스충전소,경남 창녕군 창녕읍 탐하리 2-1,055-533-2889,자동차충전,경남 창녕군 창녕읍 탐하리 2-1,1090625,1726814,정좌표,4.87403E+18,구주소,경상남도 창녕군 창녕읍 창녕대로 142,경상남도 창녕군 창녕읍 탐하리 2-1,50322,4874025000,창녕읍,4874025031,창녕읍 탐하리
경남 창녕군,주식회사우리비케이에너지 경남대로충전소,경남 창녕군 도천면 논리 650-6,055-536-3655,자동차충전,경남 창녕군 도천면 논리 650-6,1092904,1714938,정좌표,4.87404E+18,구주소,경상남도 창녕군 도천면 경남대로 3270,경상남도 창녕군 도천면 논리 650-6,50348,4874040000,도천면,4874040026,도천면 논리
경남 창녕군,대성종합가스,경남 창녕군 대지면 효정리 68-2,055-532-0019,용기+자동차+탱크,경남 창녕군 대지면 효정리 68-2,1088794,1727806,정좌표,4.87404E+18,구주소,경상남도 창녕군 대지면 효정직교길 107,경상남도 창녕군 대지면 효정리 68-2,50319,4874036000,대지면,4874036025,대지면 효정리
경남 창원시 마산합포구,삼화가스충전소,경남 창원시 마산합포구 예곡동 84-1,055-222-4050,자동차충전,경남 창원시 마산합포구 예곡동 84-1,1095924,1685894,정좌표,4.81251E+18,구주소,경상남도 창원시 마산합포구 밤밭고개로 243,경상남도 창원시 마산합포구 예곡동 84-1,51774,4812551000,현동,4812513600,예곡동
경남 창원시 마산합포구,SK에너지 신포충전소,경남 창원시 마산합포구 신포동1가 35-1,055-243-8814,자동차충전,경남 창원시 마산합포구 신포동1가 35-1,1097474,1689556,정좌표,4.81251E+18,구주소,경상남도 창원시 마산합포구 해안대로 250,경상남도 창원시 마산합포구 신포동1가 35-1,51714,4812563000,오동동,4812512500,신포동1가
경남 창원시 마산합포구,마산개인택시복지충전소,경남 창원시 마산합포구 산호1동 203-3,055-224-2104,자동차충전,경남 창원시 마산합포구 산호1동 203-3,1099040,1692075,정좌표,4.81257E+18,구주소,경상남도 창원시 마산합포구 삼호로 9,경상남도 창원시 마산합포구 산호동 203-3,51336,4812565000,산호동,4812511800,산호동
경남 창원시 마산합포구,SK에너지 신포충전소,경남 창원시 마산합포구 신포동1가 35-1,055-243-8811,용기충전,경남 창원시 마산합포구 신포동1가 35-1,1097474,1689556,정좌표,4.81251E+18,구주소,경상남도 창원시 마산합포구 해안대로 250,경상남도 창원시 마산합포구 신포동1가 35-1,51714,4812563000,오동동,4812512500,신포동1가
경남 창원시 마산합포구,그린가스텍(주),경남 창원시 마산합포구 진동면 인곡리 1011-1외 17필지,055-296-3651,용기+자동차+탱크+13kg용기,경남 창원시 마산합포구 진동면 인곡리 1011-1외 17필지,1091243,1682770,정좌표,4.81253E+18,구주소,경상남도 창원시 마산합포구 진동면 남해안대로 5422,경상남도 창원시 마산합포구 진동면 인곡리 1011-1,51789,4812532000,진동면,4812532028,진동면 인곡리
경남 창원시 마산합포구,(주)이엔에스적석산충전소," 경남 창원시 마산합포구 진전면 오서리 659-7,770-8번지 ",055-272-2225,자동차충전,"경남 창원시 마산합포구 진전면 오서리 659-7,770-8번지 ",1083302,1678671,정좌표,4.81253E+18,구주소,경상남도 창원시 마산합포구 진전면 남해안대로 4480,경상남도 창원시 마산합포구 진전면 오서리 659-7,51797,4812534000,진전면,4812534030,진전면 오서리
경남 창원시 마산합포구,우산LPG충전소," 경남 창원시 마산합포구 우산동 98번지 외4필지(97,99,100-1,100-3) ",055-221-4835,자동차충전,"경남 창원시 마산합포구 우산동 98번지 외4필지(97,99,100-1,100-3) ",1095899,1684513,정좌표,4.81251E+18,구주소,경상남도 창원시 마산합포구 현동4길 6,경상남도 창원시 마산합포구 우산동 98,51778,4812551000,현동,4812513800,우산동
경남 창원시 마산회원구,태화충전소,경남 창원시 마산회원구 내서읍 감천리 348,055-232-6191,자동차충전,경남 창원시 마산회원구 내서읍 감천리 348,1092977,1689860,정좌표,4.81273E+18,구주소,경상남도 창원시 마산회원구 내서읍 경남대로 503,경상남도 창원시 마산회원구 내서읍 감천리 348,51250,4812725000,내서읍,4812725030,내서읍 감천리
경남 창원시 마산회원구,내서IC충전소," 경남 창원시 마산회원구 내서읍 호계리 790-52번지, 790-285번지 ",055-231-0052,자동차충전,"경남 창원시 마산회원구 내서읍 호계리 790-52번지, 790-285번지 ",1092585,1696201,정좌표,4.81273E+18,구주소,경상남도 창원시 마산회원구 내서읍 광려천서로 193,경상남도 창원시 마산회원구 내서읍 호계리 790-52,51216,4812725000,내서읍,4812725023,내서읍 호계리
경남 창원시 마산회원구,마산LPG충전소 동방도시가스,경남 창원시 마산회원구 합성2동 328-3,055-251-6801,용기+자동차+13kg용기,경남 창원시 마산회원구 합성2동 328-3,1099078,1694344,정좌표,4.81276E+18,구주소,경상남도 창원시 마산회원구 팔용로 113,경상남도 창원시 마산회원구 합성동 328-3,51355,4812759000,합성2동,4812710600,합성동
경남 창원시 마산회원구,(유)공단가스산업,경남 창원시 마산회원구 봉암동 660-172,055-251-3131,자동차충전,경남 창원시 마산회원구 봉암동 660-172,1100114,1691577,정좌표,4.81271E+18,구주소,경상남도 창원시 마산회원구 봉암공단8길 2,경상남도 창원시 마산회원구 봉암동 660-172,51340,4812762000,봉암동,4812710300,봉암동
경남 창원시 마산회원구,(주)창원충전소 극동충전소,경남 창원시 마산회원구 석전1동 260-1,055-255-0010,용기+자동차+13kg용기,경남 창원시 마산회원구 석전1동 260-1,1097834,1693054,정좌표,4.81275E+18,구주소,경상남도 창원시 마산회원구 3·15대로 612,경상남도 창원시 마산회원구 석전동 260-1,51322,4812754500,석전동,4812710400,석전동
경남 창원시 마산회원구,(주)창원충전소 금성가스,경남 창원시 마산회원구 봉암동 472-8,055-292-4136,용기+자동차,경남 창원시 마산회원구 봉암동 472-8,1100305,1691969,정좌표,4.81271E+18,구주소,경상남도 창원시 마산회원구 봉양로 142,경상남도 창원시 마산회원구 봉암동 472-8,51342,4812762000,봉암동,4812710300,봉암동
경남 창원시 마산회원구,(주)경서에너지 석전충전소,경남 창원시 마산회원구 내서읍 중리 1119-18,055-232-0329,자동차충전,경남 창원시 마산회원구 내서읍 중리 1119-18,1092390,1695149,정좌표,4.81273E+18,구주소,경상남도 창원시 마산회원구 내서읍 중리공단로5길 1,경상남도 창원시 마산회원구 내서읍 중리 1119-18,51232,4812725000,내서읍,4812725025,내서읍 중리
경남 창원시 마산회원구,(주)경서에너지대천충전소," 경남 창원시 마산회원구 두척동 290-2,290-3 (주)경서에너지 충전소 ",055-231-2580,자동차충전,"경남 창원시 마산회원구 두척동 290-2,290-3 (주)경서에너지 충전소 ",1095521,1693963,정좌표,4.81271E+18,구주소,경상남도 창원시 마산회원구 북성로 442,경상남도 창원시 마산회원구 두척동 290-2,51310,4812755000,회성동,4812710200,두척동
경남 창원시 마산회원구,(주)칠성에너지도일가스충전소,경남 창원시 마산회원구 양덕동 160-2,055-297-0660,자동차충전,경남 창원시 마산회원구 양덕동 160-2,1099194,1692782,정좌표,4.81271E+18,구주소,경상남도 창원시 마산회원구 양덕로 58,경상남도 창원시 마산회원구 양덕동 160-2,51346,4812757000,양덕2동,4812710500,양덕동
경남 창원시 마산회원구,(주)배성에너지 경남충전소,경남 창원시 마산회원구 봉암동 469-17,055-292-4611,자동차충전,경남 창원시 마산회원구 봉암동 469-17,1099773,1692208,정좌표,4.81271E+18,구주소,경상남도 창원시 마산회원구 봉양로 86,경상남도 창원시 마산회원구 봉암동 469-17,51341,4812762000,봉암동,4812710300,봉암동
경남 창원시 마산회원구,동부충전소,경남 창원시 마산회원구 석전1동 260-5,055-255-0186,자동차충전,경남 창원시 마산회원구 석전1동 260-5,1097815,1693023,정좌표,4.81275E+18,구주소,경상남도 창원시 마산회원구 3·15대로 608,경상남도 창원시 마산회원구 석전동 260-5,51322,4812754500,석전동,4812710400,석전동
경남 창원시 마산회원구,(주)경서에너지,경남 창원시 마산회원구 내서읍 중리 1127-1 ((주)경서에너지),055-232-8891,용기+자동차+13kg용기,경남 창원시 마산회원구 내서읍 중리 1127-1 ((주)경서에너지),1091625,1694471,정좌표,4.81273E+18,구주소,경상남도 창원시 마산회원구 내서읍 광려천남로 125,경상남도 창원시 마산회원구 내서읍 중리 1127-1,51234,4812725000,내서읍,4812725025,내서읍 중리
경남 창원시 성산구,한국지엠(주) 창원공장,경남 창원시 성산구 성주동 23,055-269-1376,자동차충전,경남 창원시 성산구 성주동 23,1109410,1689388,정좌표,4.81231E+18,구주소,경상남도 창원시 성산구 성주로 130,경상남도 창원시 성산구 성주동 23,51539,4812356000,성주동,4812312800,성주동
경남 창원시 성산구,불모가스충전소,경남 창원시 성산구 불모산동 377번지외8필지,055-287-5555,자동차충전,경남 창원시 성산구 불모산동 377번지외8필지,1111502,1689043,정좌표,4.81231E+18,구주소,경상남도 창원시 성산구 창원대로 1306,경상남도 창원시 성산구 불모산동 377,51541,4812356000,성주동,4812310900,불모산동
경남 창원시 성산구,(주)배성에너지,경남 창원시 성산구 남산동 601-40,055-285-6070,자동차충전,경남 창원시 성산구 남산동 601-40,1108707,1690387,정좌표,4.81231E+18,구주소,경상남도 창원시 성산구 정동로162번길 34,경상남도 창원시 성산구 남산동 601-40,51537,4812356000,성주동,4812310600,남산동
경남 창원시 의창구,북창원LPG충전소,경남 창원시 의창구 북면 무곡리 54-9,055-276-5151,자동차충전,경남 창원시 의창구 북면 무곡리 54-9,1100138,1703999,정좌표,4.81213E+18,구주소,경상남도 창원시 의창구 북면 천주로 823,경상남도 창원시 의창구 북면 무곡리 54-9,51105,4812131000,북면,4812131031,북면 무곡리
경남 창원시 의창구,조은LPG충전소,경남 창원시 의창구 팔용동 39-2,055-295-2800,자동차충전,경남 창원시 의창구 팔용동 39-2,1102844,1694974,정좌표,4.81211E+18,구주소,경상남도 창원시 의창구 사화로 248,경상남도 창원시 의창구 팔용동 39-2,51391,4812152000,팔룡동,4812112900,팔용동
경남 창원시 의창구,(주)창원충전소 직영 새창원충전소,경남 창원시 의창구 팔용동 212번지,055-252-0061,자동차+탱크,경남 창원시 의창구 팔용동 212번지,1100636,1695947,정좌표,4.81211E+18,구주소,경상남도 창원시 의창구 창원대로18번길 6,경상남도 창원시 의창구 팔용동 212,51395,4812152000,팔룡동,4812112900,팔용동
경남 창원시 의창구,광신직영(두대충전소),경남 창원시 의창구 대원동 73,055-273-2300,자동차충전,경남 창원시 의창구 대원동 73,1104158,1693530,정좌표,4.81211E+18,구주소,경상남도 창원시 의창구 남면로 3,경상남도 창원시 의창구 대원동 73,51404,4812152000,팔룡동,4812112300,대원동
경남 창원시 의창구,마산개인택시지부 유남충전소,경남 창원시 의창구 팔용동 19-1,055-238-4131,자동차충전,경남 창원시 의창구 팔용동 19-1,1103166,1694201,정좌표,4.81211E+18,구주소,경상남도 창원시 의창구 창원대로 314,경상남도 창원시 의창구 팔용동 19-1,51401,4812152000,팔룡동,4812112900,팔용동
경남 창원시 의창구,창원개인택시조합충전소,경남 창원시 의창구 팔용동 39-7,055-253-3512,자동차충전,경남 창원시 의창구 팔용동 39-7,1103148,1694710,정좌표,4.81211E+18,구주소,경상남도 창원시 의창구 사화로 286,경상남도 창원시 의창구 팔용동 39-7,51391,4812152000,팔룡동,4812112900,팔용동
경남 창원시 의창구,(주)창원충전소,경남 창원시 의창구 팔용동 39-12,055-251-0601,자동차충전,경남 창원시 의창구 팔용동 39-12,1103180,1694508,정좌표,4.81211E+18,구주소,경상남도 창원시 의창구 차상로 183,경상남도 창원시 의창구 팔용동 39-12,51391,4812152000,팔룡동,4812112900,팔용동
경남 창원시 의창구,(주)와이에이치에너지,경남 창원시 의창구 동정동 161-1,055-252-3234,자동차충전,경남 창원시 의창구 동정동 161-1,1101069,1697398,정좌표,4.81211E+18,구주소,경상남도 창원시 의창구 정렬대로 159,경상남도 창원시 의창구 동정동 161-1,51189,4812151000,의창동,4812110600,동정동
경남 창원시 의창구,광신직영(굴현충전소),경남 창원시 의창구 동정동 805-1,055-252-7763,자동차충전,경남 창원시 의창구 동정동 805-1,1100884,1696965,정좌표,4.81211E+18,구주소,경상남도 창원시 의창구 정렬대로 110,경상남도 창원시 의창구 동정동 805-1,51189,4812151000,의창동,4812110600,동정동
경남 창원시 진해구,(주)경양엘피지,경남 창원시 진해구 경화동 1171-5,055-542-8811,용기+자동차,경남 창원시 진해구 경화동 1171-5,1107137,1684841,정좌표,4.81291E+18,구주소,경상남도 창원시 진해구 태백로 8,경상남도 창원시 진해구 경화동 1171-5,51666,4812956000,경화동,4812913900,경화동
경남 창원시 진해구,진해LPG충전소,경남 창원시 진해구 용원동 7번지,055-544-5191,자동차충전,경남 창원시 진해구 용원동 7번지,1121410,1679424,정좌표,4.81292E+18,구주소,경상남도 창원시 진해구 진해대로 2513,경상남도 창원시 진해구 용원동 7,51603,4812965000,웅동2동,4812916400,용원동
경남 창원시 진해구,용원충전소,경남 창원시 진해구 두동 1088-26,055-547-2890,자동차충전,경남 창원시 진해구 두동 1088-26,1118326,1680957,정좌표,4.81292E+18,구주소,경상남도 창원시 진해구 진해대로 2128,경상남도 창원시 진해구 두동 1088-26,51600,4812964000,웅동1동,4812916100,두동
경남 창원시 진해구,영진가스(주),경남 창원시 진해구 덕산동 25-1,055-547-4450,용기+자동차+13kg용기,경남 창원시 진해구 덕산동 25-1,1109391,1684123,정좌표,4.81291E+18,구주소,경상남도 창원시 진해구 충장로 483,경상남도 창원시 진해구 덕산동 25-1,51649,4812961000,덕산동,4812914300,덕산동
경남 창원시 진해구,(주)동구에너지,경남 창원시 진해구 두동 1297-2,055-541-2086,자동차충전,경남 창원시 진해구 두동 1297-2,1118737,1680651,정좌표,4.81292E+18,구주소,경상남도 창원시 진해구 진해대로 2180,경상남도 창원시 진해구 두동 1297-2,51600,4812964000,웅동1동,4812916100,두동
경남 창원시 진해구,동부가스충전소,경남 창원시 진해구 석동 518-1,055-547-5152,자동차충전,경남 창원시 진해구 석동 518-1,1108898,1685546,정좌표,4.81291E+18,구주소,경상남도 창원시 진해구 진해대로 732,경상남도 창원시 진해구 석동 518-1,51674,4812958000,석동,4812914000,석동
경남 창원시 진해구,해양에너지(주)," 경남 창원시 진해구 이동 574,598-7,598-14번지 ",055-552-5185,자동차충전,"경남 창원시 진해구 이동 574,598-7,598-14번지 ",1108468,1684426,정좌표,4.81291E+18,구주소,,경상남도 창원시 진해구 이동 598-14,NULL,4812959000,이동,4812914100,이동
경남 창원시 진해구,신항LPG충전소," 경남 창원시 진해구 죽곡동 262,263 ",055-544-8874,자동차충전,"경남 창원시 진해구 죽곡동 262,263 ",1111284,1680607,정좌표,4.81292E+18,구주소,경상남도 창원시 진해구 진해대로 1331,경상남도 창원시 진해구 죽곡동 262,51622,4812963000,웅천동,4812915500,죽곡동
경남 통영시,통영IC충전소,경남 통영시 용남면 삼화리 350-1번지,055-0642-5944,자동차충전,경남 통영시 용남면 삼화리 350-1번지,1086905,1654479,정좌표,4.82203E+18,구주소,경상남도 통영시 용남면 남해안대로 284,경상남도 통영시 용남면 삼화리 350-1,53025,4822031000,용남면,4822031024,용남면 삼화리
경남 통영시,(주)동남이앤지 통영충전소,경남 통영시 용남면 장평리 34번지외1필지(125-9),055-648-4415,자동차충전,경남 통영시 용남면 장평리 34번지외1필지(125-9),1088753,1655599,정좌표,4.82203E+18,구주소,경상남도 통영시 용남면 남해안대로 40,경상남도 통영시 용남면 장평리 34,53024,4822031000,용남면,4822031026,용남면 장평리
경남 통영시,통영관광충전소,경남 통영시 용남면 동달리 413-5,055-644-8842,자동차충전,경남 통영시 용남면 동달리 413-5,1086759,1654088,정좌표,4.82203E+18,구주소,경상남도 통영시 용남면 남해안대로 325,경상남도 통영시 용남면 동달리 413-5,53028,4822031000,용남면,4822031022,용남면 동달리
경남 통영시,신통영가스충전소,경남 통영시 용남면 원평리 779-225,055-642-1203,자동차충전,경남 통영시 용남면 원평리 779-225,1087647,1655333,정좌표,4.82203E+18,구주소,경상남도 통영시 용남면 견내량로 2,경상남도 통영시 용남면 원평리 779-225,53025,4822031000,용남면,4822031025,용남면 원평리
경남 통영시,(주)대우가스,경남 통영시 용남면 장문리 942-1,055-648-7537,자동차충전,경남 통영시 용남면 장문리 942-1,1083889,1653174,정좌표,4.82203E+18,구주소,경상남도 통영시 용남면 장문로 13,경상남도 통영시 용남면 장문리 942-1,53017,4822031000,용남면,4822031023,용남면 장문리
경남 통영시,(주)창원충전소통영가스충전소," 경남 통영시 무전동 594-3, 112-2 ",055-642-7000,자동차충전,"경남 통영시 무전동 594-3, 112-2 ",1085495,1651920,정좌표,4.82201E+18,구주소,경상남도 통영시 남해안대로 629,경상남도 통영시 무전동 594-3,53038,4822070000,무전동,4822011100,무전동
경남 통영시,(합)한려가스개발,경남 통영시 도산면 법송리 1193-6,055-643-9300,용기+자동차+13kg용기,경남 통영시 도산면 법송리 1193-6,1078294,1656378,정좌표,4.82203E+18,구주소,경상남도 통영시 도산면 수월길 14,경상남도 통영시 도산면 법송리 1193-6,53004,4822033000,도산면,4822033023,도산면 법송리
경남 통영시,(주)대호산업가스,경남 통영시 동호동 358,055-641-4989,자동차충전,경남 통영시 동호동 358,1085571,1649778,정좌표,4.82201E+18,구주소,경상남도 통영시 동호안길 94,경상남도 통영시 동호동 358,53050,4822059000,정량동,4822010800,동호동
경남 하동군,하동엘피지충전소," 경남 하동군 진교면 술상리 57-1,682-2 ",055-883-3367,자동차충전,"경남 하동군 진교면 술상리 57-1,682-2 ",1037735,1666604,정좌표,4.88504E+18,구주소,경상남도 하동군 진교면 술상새터길 48,경상남도 하동군 진교면 술상리 57-1,52349,4885037000,진교면,4885037030,진교면 술상리
경남 하동군,풍년엘피지충전소,경남 하동군 하동읍 화심리 2-3,055-884-2978,자동차충전,경남 하동군 하동읍 화심리 2-3,1021465,1676272,정좌표,4.88503E+18,구주소,경상남도 하동군 하동읍 섬진강대로 2344,경상남도 하동군 하동읍 화심리 2-3,52322,4885025000,하동읍,4885025027,하동읍 화심리
경남 함안군,칠북충전소,경남 함안군 칠북면 화천리 70,055-586-7519,자동차충전,경남 함안군 칠북면 화천리 70,1092470,1706486,정좌표,4.87304E+18,구주소,경상남도 함안군 칠북면 경남대로 2399,경상남도 함안군 칠북면 화천리 70,52007,4873036000,칠북면,4873036021,칠북면 화천리
경남 함안군,(주)이엠석유,경남 함안군 군북면 유현리 993-9,055-583-9341,자동차충전,경남 함안군 군북면 유현리 993-9,1076860,1700188,인근좌표,48730,구주소,,경상남도 함안군 군북면 유현리 993-9,NULL,4873032000,군북면,4873032031,군북면 유현리
경남 함안군,대보건설(주) 함안(순천방향)주유소,경남 함안군 군북면 유현리 993-2번지,055-582-6321,자동차충전,경남 함안군 군북면 유현리 993-2번지,1076730,1700306,인근좌표,48730,구주소,,경상남도 함안군 군북면 유현리 993-2,NULL,4873032000,군북면,4873032031,군북면 유현리
경남 함안군,(주)썬엘칠서(상)주유소충전소," 경남 함안군 칠서면 계내리 29,29-1,1356 ",055-587-1420,자동차충전,"경남 함안군 칠서면 계내리 29,29-1,1356 ",1090539,1708876,정좌표,4.87304E+18,구주소,경상남도 함안군 칠서면 계룡로 122,경상남도 함안군 칠서면 계내리 29,52004,4873035000,칠서면,4873035027,칠서면 계내리
경남 함안군,함안LPG충전소," 경남 함안군 법수면 우거리 703-2,702-2,총2필지 ",055-583-1114,용기+탱크,"경남 함안군 법수면 우거리 703-2,702-2,총2필지 ",1078083,1702066,정좌표,4.87303E+18,구주소,,경상남도 함안군 법수면 우거리 703-2,NULL,4873033000,법수면,4873033022,법수면 우거리
경남 함안군,신창가스(주),경남 함안군 칠서면 계내리 632-3,055-587-8646,용기충전,경남 함안군 칠서면 계내리 632-3,1089819,1709149,정좌표,4.87304E+18,구주소,경상남도 함안군 칠서면 공단동4길 122,경상남도 함안군 칠서면 계내리 632-3,52002,4873035000,칠서면,4873035027,칠서면 계내리
경남 함안군,신창가스(주) 직영 칠원충전소," 경남 함안군 칠원면 구성리 210,211 ",055-586-4600,자동차+13kg용기,"경남 함안군 칠원면 구성리 210,211 ",1093516,1701069,정좌표,4.87303E+18,구주소,경상남도 함안군 칠원읍 삼칠로 15,경상남도 함안군 칠원읍 구성리 210,52024,4873025300,칠원읍,4873025321,칠원읍 구성리
경남 함안군,천사에너텍,경남 함안군 산인면 모곡리 997-14번지외2필지,055-582-0377,자동차충전,경남 함안군 산인면 모곡리 997-14번지외2필지,1086278,1697927,정좌표,4.87304E+18,구주소,경상남도 함안군 산인면 함마대로 2033,경상남도 함안군 산인면 모곡리 997-14,52032,4873038000,산인면,4873038023,산인면 모곡리
경남 함안군,엘림에너지," 경남 함안군 칠원면 무기리 1166-11,1166-161,1166-165,1009 ",055-586-8822,용기+탱크+13kg용기,"경남 함안군 칠원면 무기리 1166-11,1166-161,1166-165,1009 ",1094005,1700900,정좌표,4.87303E+18,구주소,경상남도 함안군 칠원읍 경남대로 1796,경상남도 함안군 칠원읍 무기리 1166-11,52026,4873025300,칠원읍,4873025328,칠원읍 무기리
