행정 구역,업소명,소재지,전화번호,관리구분,입력주소,경도,위도
경북 의성군,의성충전소,경북 의성군 의성읍 철파리 270-23,054-832-0365,용기+자동차+13kg용기,경북 의성군 의성읍 철파리 270-23,128.6851431,36.3664463
경북 의성군,의성쌍용충전소,경북 의성군 봉양면 구미리19외,054-834-1477,자동차+13kg용기,경북 의성군 봉양면 구미리19외,128.6133053,36.3115632
경북 의성군,(주)보성가스,경북 의성군 의성읍 업리 1119-1,054-832-2100,탱크로리,경북 의성군 의성읍 업리 1119-1,128.6765987,36.3899091
경북 의성군,선산산업(주)낙동강구미충전소(상주영천고속.상주방향,경북 의성군 단밀면 낙정리 산1-4,054-475-2975,자동차충전,경북 의성군 단밀면 낙정리 산1-4,128.2962581,36.3466566
경북 의성군,의성(영덕방향)충전소,경북 의성군 안계면 양곡리 산104,054-4405-7489,자동차충전,경북 의성군 안계면 양곡리 산104,128.4461845,36.4099091
경북 의성군,의성(상주방향)충전소,경북 의성군 안계면 양곡리 산101-1,054-4405-7426,자동차충전,경북 의성군 안계면 양곡리 산101-1,128.4438358,36.4106028
경북 청도군,(주)케이알산업청도충전소(대구방향)," 경북 청도군 청도읍 거연리 산293-2,3 ",054-373-4572,자동차충전,"경북 청도군 청도읍 거연리 산293-2,3 ",128.7697231,35.5934895
경북 청도군,늘푸른충전소,경북 청도군 화양읍 범곡리 392-9,054-373-9945,자동차충전,경북 청도군 화양읍 범곡리 392-9,128.7252294,35.6497752
경북 청도군,새청도엘피지충전소,경북 청도군 청도읍 원정리 554-5,054-373-6697,자동차충전,경북 청도군 청도읍 원정리 554-5,128.7507792,35.6482035
경북 청도군,(주)케이알산업청도충전소(부산방향),경북 청도군 청도읍 거연리 885외 4필지,054-371-5126,자동차충전,경북 청도군 청도읍 거연리 885외 4필지,128.7671531,35.5970843
경북 청송군,(주)청양에너지,경북 청송군 진보면 월전리 235-1,054-872-9701,자동차충전,경북 청송군 진보면 월전리 235-1,129.0700969,36.5376219
경북 청송군,청송엘피지충전소,경북 청송군 청송읍 덕리 289-1 (청송LPG충전소),054-874-5038,자동차충전,경북 청송군 청송읍 덕리 289-1 (청송LPG충전소),129.0485617,36.4346444
경북 칠곡군,다부LPG충전소," 경북 칠곡군 동명면 학명리 665-1,665-2,667-4,668-4,670-3 ",054-973-1090,자동차충전,"경북 칠곡군 동명면 학명리 665-1,665-2,667-4,668-4,670-3 ",128.5371808,36.0378251
경북 칠곡군,우일LPG충전소,경북 칠곡군 가산면 석우리 17-1,054-971-2660,자동차충전,경북 칠곡군 가산면 석우리 17-1,128.561901,36.1074985
경북 칠곡군,유남석유(주)칠곡(하)엘피지충전소,경북 칠곡군 왜관읍 아곡리 239-5번지,054-975-1734,자동차충전,경북 칠곡군 왜관읍 아곡리 239-5번지,128.4296725,36.0174384
경북 칠곡군,(주)삼일기업,경북 칠곡군 왜관읍 금산리 854,054-971-2077,용기+자동차+13kg용기,경북 칠곡군 왜관읍 금산리 854,128.3992294,35.9557139
경북 칠곡군,금천엘피지충전소,경북 칠곡군 기산면 영리 196-5,054-972-2964,자동차충전,경북 칠곡군 기산면 영리 196-5,128.3767105,35.9758769
경북 칠곡군,비쓰리에너지," 경북 칠곡군 왜관읍 금남리 165-5,165-6번지 ",054-975-8966,용기+자동차+탱크+13kg용기,"경북 칠곡군 왜관읍 금남리 165-5,165-6번지 ",128.4041575,35.9329663
경북 칠곡군,남대교충전소,경북 칠곡군 석적읍 중리 711-2,054-971-4600,자동차충전,경북 칠곡군 석적읍 중리 711-2,128.3956121,36.083783
경북 칠곡군,삼화충전소,경북 칠곡군 약목면 남계리 12-1번지,054-974-9177,자동차충전,경북 칠곡군 약목면 남계리 12-1번지,128.3705321,36.032327
경북 칠곡군,태양엘피지충전소,경북 칠곡군 왜관읍 삼청리 943,054-975-4915,자동차충전,경북 칠곡군 왜관읍 삼청리 943,128.4326985,35.9743001
경북 칠곡군,금화LPG충전소,경북 칠곡군 가산면 금화리 145,054-971-1087,자동차충전,경북 칠곡군 가산면 금화리 145,128.5384558,36.0686165
경북 칠곡군,삼일약목LPG충전소,경북 칠곡군 약목면 복성리 648-3,054-975-0042,자동차충전,경북 칠곡군 약목면 복성리 648-3,128.352945,36.0424205
경북 칠곡군,대원엘피지충전소,경북 칠곡군 기산면 죽전리104-38,054-973-0070,자동차충전,경북 칠곡군 기산면 죽전리104-38,128.3875283,35.988569
경북 칠곡군,(주)한라석유칠곡(상)충전소,경북 칠곡군 왜관읍 아곡리 149,054-975-2544,자동차충전,경북 칠곡군 왜관읍 아곡리 149,128.4303635,36.0139389
경북 칠곡군,약목엘피지충전소,경북 칠곡군 약목면 남계리 226번지,054-974-8172,자동차충전,경북 칠곡군 약목면 남계리 226번지,128.3719726,36.0295375
경북 칠곡군,강북대성엘피지충전소,경북 칠곡군 동명면 봉암리 554-1외,054-977-0101,자동차충전,경북 칠곡군 동명면 봉암리 554-1외,128.5516769,35.9618518
경북 칠곡군,(주)대현하이웨이동명(상)충전소,경북 칠곡군 동명면 가천리 29-1번지외7필지,054-977-6941,자동차충전,경북 칠곡군 동명면 가천리 29-1번지외7필지,128.5479633,36.0052124
경북 칠곡군,(주)석송에너지,경북 칠곡군 지천면 연화리 14-1,054-977-3178,자동차충전,경북 칠곡군 지천면 연화리 14-1,128.4638502,35.9656574
경북 칠곡군,천평대신충전소,경북 칠곡군 가산면 천평리 565-3외,054-976-5181,자동차충전,경북 칠곡군 가산면 천평리 565-3외,128.5364453,36.0602615
경북 칠곡군,(주)대현하이웨이동명하충전소,경북 칠곡군 동명면 가천리 80-4외6필지,054-977-6934,자동차충전,경북 칠곡군 동명면 가천리 80-4외6필지,128.5469902,36.0072628
경북 칠곡군,북삼LPG충전소,경북 칠곡군 북삼읍 율리 427-1,054-975-9001,자동차충전,경북 칠곡군 북삼읍 율리 427-1,128.3446191,36.0596595
경북 포항시 남구,(주)천일가스,경북 포항시 남구 호동 576,054-277-1001,용기+13kg용기,경북 포항시 남구 호동 576,129.3803519,35.981813
경북 포항시 남구,구옥LPG충전소,경북 포항시 남구 일월동 190-73,054-281-6999,자동차충전,경북 포항시 남구 일월동 190-73,129.4260213,35.9914807
경북 포항시 남구,해맞이충전소,경북 포항시 남구 동해면 상정리 84-3,054-291-8834,자동차충전,경북 포항시 남구 동해면 상정리 84-3,129.5015716,35.9784464
경북 포항시 남구,(주)포항개인택시충전소,경북 포항시 남구 연일읍 오천리 92-1 외 2,054-286-6511,자동차충전,경북 포항시 남구 연일읍 오천리 92-1 외 2,129.3594347,36.0002928
경북 포항시 남구,관문엘피지충전소,경북 포항시 남구 연일읍 유강리 32-1,054-278-5168,자동차충전,경북 포항시 남구 연일읍 유강리 32-1,129.323081,36.0044304
경북 포항시 남구,단지충전소,경북 포항시 남구 동촌동 1011-9,054-278-0945,자동차충전,경북 포항시 남구 동촌동 1011-9,129.3817846,36.0022905
경북 포항시 남구,(주)디와이에스대잠충전소,경북 포항시 남구 상도동 453-3,054-278-7505,자동차충전,경북 포항시 남구 상도동 453-3,129.3459066,36.0102508
경북 포항시 남구,SK가스 동해충전소,경북 포항시 남구 동촌동 1011-5,054-272-2049,용기+13kg용기,경북 포항시 남구 동촌동 1011-5,129.3806988,36.0023571
경북 포항시 남구,철강공단충전소,경북 포항시 남구 호동 627-1,054-289-5351,자동차충전,경북 포항시 남구 호동 627-1,129.3801762,35.9780929
경북 포항시 남구,대성산업(주)포항가스충전소,경북 포항시 남구 해도동 99-2,054-281-1204,용기+자동차+13kg용기,경북 포항시 남구 해도동 99-2,129.3695264,36.0175447
경북 포항시 남구,대동엘피지충전소,경북 포항시 남구 효자동 381,054-273-7760,자동차충전,경북 포항시 남구 효자동 381,129.3251405,36.0048853
경북 포항시 남구,포항충전소,경북 포항시 남구 대잠동 959-4,054-275-2923,자동차충전,경북 포항시 남구 대잠동 959-4,129.3460829,36.0108346
경북 포항시 남구,오천LPG충전소,경북 포항시 남구 오천읍 구정1리 275-2외2필지,054-292-9988,자동차+13kg용기,경북 포항시 남구 오천읍 구정1리 275-2외2필지,129.4131948,35.9699579
경북 포항시 남구,대송가스충전소,경북 포항시 남구 대송면 제내리 776,054-285-1100,자동차충전,경북 포항시 남구 대송면 제내리 776,129.3592768,35.9878575
경북 포항시 남구,자명충전소,경북 포항시 남구 연일읍 자명리 728-1,054-275-9800,자동차충전,경북 포항시 남구 연일읍 자명리 728-1,129.3052037,36.0079429
경북 포항시 남구,(주)천일가스텍,경북 포항시 남구 오천읍 진전리 295-2,054-284-1001,탱크로리,경북 포항시 남구 오천읍 진전리 295-2,129.4004661,35.8762611
경북 포항시 남구,이동I/C충전소," 경북 포항시 남구 이동 535,543-2,536번지 ",054-246-0009,자동차충전,"경북 포항시 남구 이동 535,543-2,536번지 ",129.3327089,36.0354164
경북 포항시 남구,문덕LPG충전소,경북 포항시 남구 오천읍 문덕리 32-3,054-261-5922,자동차충전,경북 포항시 남구 오천읍 문덕리 32-3,129.4153971,35.9616586
경북 포항시 북구,한승엘피지충전소,경북 포항시 북구 흥해읍 용천1리 1147-29,054-261-4483,자동차충전,경북 포항시 북구 흥해읍 용천1리 1147-29,129.3496049,36.1424007
경북 포항시 북구,우천엘피지충전소,경북 포항시 북구 장성동 831-2 외 6필지,054-251-3033,자동차충전,경북 포항시 북구 장성동 831-2 외 6필지,129.3738378,36.071605
경북 포항시 북구,한국광유(주)항구충전소,경북 포항시 북구 항구동 97-7,054-242-0051,자동차충전,경북 포항시 북구 항구동 97-7,129.3724156,36.0504425
경북 포항시 북구,포항유업(주),경북 포항시 북구 우현동 298,054-248-8968,자동차충전,경북 포항시 북구 우현동 298,129.3553667,36.0580716
경북 포항시 북구,(주)청하가스충전소,경북 포항시 북구 청하면 미남리 135-9외,054-232-0324,자동차충전,경북 포항시 북구 청하면 미남리 135-9외,129.3421298,36.1823183
경북 포항시 북구,성곡IC엘피지충전소,경북 포항시 북구 흥해읍 학천리 57-3,054-261-2292,자동차충전,경북 포항시 북구 흥해읍 학천리 57-3,129.3334537,36.0756299
경북 포항시 북구,삼양산업(주),경북 포항시 북구 흥해읍 덕장리 79-37,054-262-0033,자동차+13kg용기,경북 포항시 북구 흥해읍 덕장리 79-37,129.348666,36.1394733
경북 포항시 북구,포항IC주유소충전소(주)신일,경북 포항시 북구 흥해읍 대련리 333-1,054-261-5115,자동차충전,경북 포항시 북구 흥해읍 대련리 333-1,129.3254473,36.045059
경북 포항시 북구,영일만엘피지충전소," 경북 포항시 북구 용흥동 34-12,458 ",054-255-0123,자동차충전,"경북 포항시 북구 용흥동 34-12,458 ",129.3577966,36.0431649
경북 포항시 북구,동아LPG충전소," 경북 포항시 북구 용흥동 460,460-6,460-7,산34 ",054-242-9599,자동차충전,"경북 포항시 북구 용흥동 460,460-6,460-7,산34 ",129.3489647,36.046491
경북 포항시 북구,포항개인택시 제2충전소,경북 포항시 북구 장성동 145,054-255-3381,자동차충전,경북 포항시 북구 장성동 145,129.3916324,36.0816736
경북 포항시 북구,포항개인택시 제3충전소,경북 포항시 북구 우현동 452-1,054-726-1101,자동차충전,경북 포항시 북구 우현동 452-1,129.3488347,36.0694376
경북 포항시 북구,양덕스마일LPG충전소,경북 포항시 북구 양덕동 824-1,054-246-7755,자동차충전,경북 포항시 북구 양덕동 824-1,129.3806395,36.0904704
경남 거제시,거제충전소,경남 거제시 연초면 연사리 1304-1번지,055-636-3311,자동차충전,경남 거제시 연초면 연사리 1304-1번지,128.6463108,34.9033225
경남 거제시," 거제삼성충전소(구,고현엘피지충전소) ",경남 거제시 사등면 사곡리 789-15,055-638-5179,자동차충전,경남 거제시 사등면 사곡리 789-15,128.5707114,34.8970572
경남 거제시,엘림가스산업,경남 거제시 두모동 475-1,055-682-6699,용기+자동차+13kg용기,경남 거제시 두모동 475-1,128.7205917,34.8713629
경남 거제시,청포가스충전소,경남 거제시 사등면 청곡리 704-1,055-633-6961,자동차충전,경남 거제시 사등면 청곡리 704-1,128.5007675,34.8960313
경남 거제시,SK충전소,경남 거제시 사등면 사등리 71번지,055-634-3603,자동차충전,경남 거제시 사등면 사등리 71번지,128.5601394,34.9015055
경남 거제시,(주)대하디엔지,경남 거제시 상동동 122-4번지외1필지,055-634-2300,자동차충전,경남 거제시 상동동 122-4번지외1필지,128.6392947,34.8648942
경남 거제시,이원거제LPG충전소,경남 거제시 연초면 죽토리 556-2,055-634-1239,자동차충전,경남 거제시 연초면 죽토리 556-2,128.664959,34.9117947
경남 거제시,거제옥산충전소(주),경남 거제시 거제면 옥산리 295-2번지,055-633-8088,용기+자동차+탱크+13kg용기,경남 거제시 거제면 옥산리 295-2번지,128.5792256,34.8801505
경남 거제시,(주)성주에너지,경남 거제시 아양동 111-1,055-682-3333,용기+자동차+13kg용기,경남 거제시 아양동 111-1,128.7125044,34.8632704
경남 거제시,새거제충전소," 경남 거제시 장평동 861-30,861-31,861-32 ",055-636-8548,자동차충전,"경남 거제시 장평동 861-30,861-31,861-32 ",128.5875113,34.8946514
경남 거제시,(주)성주에너지 옥포충전소,경남 거제시 옥포동 192번지,055-688-9192,용기+자동차+13kg용기,경남 거제시 옥포동 192번지,128.6935076,34.885475
경남 거제시,(주)천일에너지 거가충전소,경남 거제시 덕포동 287번지,055-688-0147,자동차충전,경남 거제시 덕포동 287번지,128.7062027,34.9116162
경남 거창군,(주)승진에너지거창담양방향충전소,경남 거창군 가조면 도리 산181번지,055-941-0863,자동차충전,경남 거창군 가조면 도리 산181번지,128.0573793,35.7084241
경남 거창군,거창제일엘피지충전소,경남 거창군 거창읍 대평리 926-6,055-945-3051,자동차충전,경남 거창군 거창읍 대평리 926-6,127.9193312,35.6807751
경남 거창군,(합)거창에너지," 경남 거창군 거창읍 정장리 406-4,6번지 ",055-945-2810,자동차충전,"경남 거창군 거창읍 정장리 406-4,6번지 ",127.9275351,35.6734883
경남 거창군,거창LPG충전소,경남 거창군 거창읍 송정리 220-1번지,055-944-6840,용기+자동차+13kg용기,경남 거창군 거창읍 송정리 220-1번지,127.9063373,35.6825234
경남 고성군,고성엘피지충전소,경남 고성군 고성읍 이당리 286-1번지,055-674-2558,자동차충전,경남 고성군 고성읍 이당리 286-1번지,128.2880635,34.9795303
경남 고성군,(주)대성종합가스,경남 고성군 고성읍 율대리 180,055-673-4641,용기+탱크+13kg용기,경남 고성군 고성읍 율대리 180,128.353953,34.9666185
경남 고성군,공룡충전소,경남 고성군 회화면 삼덕리 500,055-672-3104,자동차충전,경남 고성군 회화면 삼덕리 500,128.3753948,35.0865284
경남 고성군,(주)대우에너지,경남 고성군 마암면 두호리 531-5,055-674-6771,자동차충전,경남 고성군 마암면 두호리 531-5,128.3458631,35.0167448
경남 고성군,금강충전소,경남 고성군 고성읍 율대리 662-1,055-674-8031,자동차충전,경남 고성군 고성읍 율대리 662-1,128.3346828,34.9700896
경남 고성군,옥수LPG,경남 고성군 회화면 삼덕리 530-9번지외6필지,055-673-4477,자동차충전,경남 고성군 회화면 삼덕리 530-9번지외6필지,128.3762252,35.0882566
경남 고성군,(주)경양엘피지(율대충전소),경남 고성군 고성읍 율대리 656-9번지,055-673-5164,자동차충전,경남 고성군 고성읍 율대리 656-9번지,128.3355523,34.9711509
경남 고성군,(주)연합진흥 고성공룡나라(하남)충전소,경남 고성군 대가면 신전리 67,055-674-8062,자동차충전,경남 고성군 대가면 신전리 67,128.2512812,35.0571193
경남 고성군,동방LPG충전소,경남 고성군 고성읍 우산리 4-2,055-674-1976,용기+자동차+탱크+13kg용기,경남 고성군 고성읍 우산리 4-2,128.3412899,35.0105377
경남 고성군,(주)연합진흥공룡나라(통영)충전소,경남 고성군 대가면 송계리 447,055-674-2062,자동차충전,경남 고성군 대가면 송계리 447,128.261767,35.0519047
경남 김해시,부경에너지(주)알뜰제2충전소,경남 김해시 삼계동 923-2 (푸른충전소),055-312-6690,자동차충전,경남 김해시 삼계동 923-2 (푸른충전소),128.8666279,35.2835559
경남 김해시,관동가스충전소,경남 김해시 관동동 693-1,055-313-6622,자동차충전,경남 김해시 관동동 693-1,128.7859262,35.1784991
경남 김해시,부경에너지(주)황제충전소,경남 김해시 진영읍 신용리 218,055-342-1201,자동차충전,경남 김해시 진영읍 신용리 218,128.7598262,35.2983176
경남 김해시,(주)경인석유 고속도로진영(상)충전소,경남 김해시 진영읍 우동리 300-3,055-342-0878,자동차충전,경남 김해시 진영읍 우동리 300-3,128.7142502,35.2793595
경남 김해시,풀무원식품(주) 장유(부산방향)충전소,경남 김해시 부곡동 산53-1,055-313-2610,자동차충전,경남 김해시 부곡동 산53-1,128.7937217,35.2124313
경남 김해시,(주)가온,경남 김해시 풍유동 224-1,055-329-2603,자동차충전,경남 김해시 풍유동 224-1,128.8473121,35.2168996
경남 김해시,MS에너지(주),경남 김해시 한림면 가산리 347-4,055-345-1117,용기+자동차+탱크+13kg용기,경남 김해시 한림면 가산리 347-4,128.7541659,35.328162
경남 김해시,이원 김해LPG충전소,경남 김해시 어방동 1067-2,055-322-2311,용기+자동차+탱크+13kg용기,경남 김해시 어방동 1067-2,128.9082546,35.2320248
경남 김해시,태영가스충전소,경남 김해시 진영읍 내룡리 11,055-345-6345,자동차충전,경남 김해시 진영읍 내룡리 11,128.7626914,35.2943244
경남 김해시,동양가스산업(주) 알뜰 서김해IC충전소,경남 김해시 풍유동 228-1,055-325-0047,자동차충전,경남 김해시 풍유동 228-1,128.8462991,35.2166633
경남 김해시,칠산충전소,경남 김해시 풍유동 713-9,055-321-0070,자동차충전,경남 김해시 풍유동 713-9,128.8452654,35.2101894
경남 김해시,김해개인택시복지충전소,경남 김해시 외동 1107-2,055-333-9689,자동차충전,경남 김해시 외동 1107-2,128.8491241,35.2274152
경남 김해시,김해어방LPG충전소,경남 김해시 어방동 1062-14,055-327-2311,자동차충전,경남 김해시 어방동 1062-14,128.9066284,35.235949
경남 김해시,진영가스충전소,경남 김해시 진영읍 진영리 1035,055-342-0057,자동차충전,경남 김해시 진영읍 진영리 1035,128.7284508,35.3159796
경남 김해시,럭키엘피지충전소,경남 김해시 풍유동 62-1,055-322-1919,자동차충전,경남 김해시 풍유동 62-1,128.8478229,35.2216554
경남 김해시,김해LPG,경남 김해시 안동 260-24,055-334-9466,용기+자동차+13kg용기,경남 김해시 안동 260-24,128.9137928,35.2291978
경남 김해시,장유LPG충전소,경남 김해시 부곡동 192,055-314-1003,자동차+13kg용기,경남 김해시 부곡동 192,128.7974168,35.2151562
경남 김해시,비앤지(주),경남 김해시 한림면 신천리 285-3,055-343-1370,자동차충전,경남 김해시 한림면 신천리 285-3,128.8423274,35.2755339
경남 김해시,동창원IC충전소,경남 김해시 진영읍 좌곤리 595,055-346-0301,자동차충전,경남 김해시 진영읍 좌곤리 595,128.7087984,35.2996009
경남 김해시,상동성민충전소,경남 김해시 상동면 우계리 717-1,055-329-2622,자동차충전,경남 김해시 상동면 우계리 717-1,128.9061799,35.3042232
경남 김해시,삼계LPG충전소,경남 김해시 한림면 신천리 173-4,055-314-2311,자동차충전,경남 김해시 한림면 신천리 173-4,128.846679,35.2743588
경남 김해시,구산럭키LPG충전소,경남 김해시 구산동 352,055-336-2321,자동차충전,경남 김해시 구산동 352,128.8774514,35.2474494
경남 김해시,에코LPG충전소김해,경남 김해시 응달동 282-1번지외 1필지,055-344-6444,자동차충전,경남 김해시 응달동 282-1번지외 1필지,128.8278302,35.1772104
경남 김해시,KB에너지,경남 김해시 진영읍 본산리 303-7번지,055-343-2733,용기+탱크,경남 김해시 진영읍 본산리 303-7번지,128.7473766,35.3147013
경남 김해시,제우스유화공업(주),경남 김해시 장유면 유하리 712번지외 4필지,055-314-8182,용기+탱크+13kg용기,경남 김해시 장유면 유하리 712번지외 4필지,128.8894421,35.2285859
경남 남해군,창선대교LPG충전소,경남 남해군 창선면 대벽리 75-1번지,055-867-3066,자동차충전,경남 남해군 창선면 대벽리 75-1번지,128.0284093,34.9097612
경남 남해군,대영엘피지충전소,경남 남해군 남해읍 입현리 1402번지외 7필지,055-864-3304,자동차충전,경남 남해군 남해읍 입현리 1402번지외 7필지,127.9071702,34.8304888
경남 남해군,남해LPG충전소,경남 남해군 고현면 도마리 732-4,055-864-8104,용기+자동차+13kg용기,경남 남해군 고현면 도마리 732-4,127.8918812,34.8761003
경남 남해군,땡큐LPG,경남 남해군 남해읍 남해대로 2624,055-864-1415,자동차충전,경남 남해군 남해읍 남해대로 2624,127.9109332,34.8284542
경남 밀양시,귀명충전소,경남 밀양시 하남읍 귀명리 332-2,055-391-4886,자동차충전,경남 밀양시 하남읍 귀명리 332-2,128.7112984,35.3967017
경남 밀양시,삼랑진가스충전소,경남 밀양시 삼랑진읍 송지리 596번지,055-352-7999,자동차충전,경남 밀양시 삼랑진읍 송지리 596번지,128.8270422,35.3979749
경남 밀양시,(유)대광가스,경남 밀양시 부북면 전사포리7-7,055-356-3960,자동차충전,경남 밀양시 부북면 전사포리7-7,128.7538067,35.4740431
경남 밀양시,(주)태영,경남 밀양시 교동 583-2,055-355-2235,자동차충전,경남 밀양시 교동 583-2,128.7619631,35.5116508
경남 밀양시,SK가스밀양에너지,경남 밀양시 삼문동 102-24,055-355-6700,용기+자동차+13kg용기,경남 밀양시 삼문동 102-24,128.7553702,35.4786303
경남 밀양시,동구가스충전소,경남 밀양시 상남면 연금리1115-2,055-355-2086,자동차충전,경남 밀양시 상남면 연금리1115-2,128.7578885,35.4393148
경남 밀양시,(주)티엔에프 하이웨이 충전소,경남 밀양시 산내면 송백리 1060-5번지,055-351-0685,자동차충전,경남 밀양시 산내면 송백리 1060-5번지,128.8869117,35.5900342
경남 밀양시,밀양LPG충전소,경남 밀양시 상남면 기산리 726-5/726-8번지,055-355-4455,자동차충전,경남 밀양시 상남면 기산리 726-5/726-8번지,128.7559301,35.4501436
경남 사천시,(주)공항엘피지충전주유소,경남 사천시 사천읍 구암리 1683,055-853-0005,자동차충전,경남 사천시 사천읍 구암리 1683,128.089673,35.0934044
경남 사천시,사천엘피지충전소,경남 사천시 사천읍 사주리 108-1,055-854-3616,자동차충전,경남 사천시 사천읍 사주리 108-1,128.0815393,35.0757508
경남 사천시,한일에너지,경남 사천시 곤명면 신흥리 15-1,055-853-8871,용기+자동차+탱크+13kg용기,경남 사천시 곤명면 신흥리 15-1,127.9935257,35.1413763
경남 사천시,와이엠21유통(주)사천(하)주유소,경남 사천시 곤양면 묵곡리 171-31,055-854-8622,자동차충전,경남 사천시 곤양면 묵곡리 171-31,128.010856,35.0735601
경남 사천시,와이엠21유통(주)사천(상)주유소,경남 사천시 곤양면 묵곡리 산53-1,055-854-6732,자동차충전,경남 사천시 곤양면 묵곡리 산53-1,128.0131918,35.0750833
경남 사천시,삼천포가스충전소,경남 사천시 좌룡동 273-1,055-835-0939,자동차충전,경남 사천시 좌룡동 273-1,128.0756932,34.9551481
경남 사천시,(주)남척가스,경남 사천시 곤명면 조장리 258,055-852-4706,용기+탱크+13kg용기,경남 사천시 곤명면 조장리 258,127.9398427,35.0928187
경남 사천시,학동충전소," 경남 사천시 정동면 학촌리 185-6,183-8번지 ",055-855-0889,자동차충전,"경남 사천시 정동면 학촌리 185-6,183-8번지 ",128.1540687,35.0371882
경남 사천시,서흥엘피지,경남 사천시 축동면 배춘리799-6,055-854-5189,자동차충전,경남 사천시 축동면 배춘리799-6,128.0877355,35.107189
경남 사천시,남일에너지(유),경남 사천시 좌룡동 429-8,055-835-7081,자동차충전,경남 사천시 좌룡동 429-8,128.0774594,34.9470969
경남 사천시,삼천포오렌지충전소,경남 사천시 용강동 664-1,055-833-9595,자동차충전,경남 사천시 용강동 664-1,128.0789246,34.9452119
경남 사천시,(유)동아가스산업,경남 사천시 노룡동 448-1,055-832-1801,용기+자동차+탱크+13kg용기,경남 사천시 노룡동 448-1,128.0570233,34.9848617
경남 사천시,태영가스충전소,경남 사천시 서포면 외구리 236-8,055-853-5799,자동차충전,경남 사천시 서포면 외구리 236-8,127.9683876,35.0465309
경남 사천시,남양에너지충전소,경남 사천시 서포면 자혜리 1138-3,055-0854-3003,용기+자동차+13kg용기,경남 사천시 서포면 자혜리 1138-3,128.001655,35.0100259
경남 산청군,(주)대교산청상충전소,경남 산청군 단성면 방목리 344-21,055-973-5970,자동차충전,경남 산청군 단성면 방목리 344-21,127.938289,35.334798
경남 산청군,동진가스,경남 산청군 신안면 하정리 651-3,055-972-0651,자동차충전,경남 산청군 신안면 하정리 651-3,127.9793289,35.2996298
경남 산청군,산청에너지,경남 산청군 산청읍 차탄리 1035,055-973-6409,자동차충전,경남 산청군 산청읍 차탄리 1035,127.8763871,35.423539
경남 산청군,(주)대교산청(하)충전소,경남 산청군 단성면 방목리 366-3,055-973-5970,자동차충전,경남 산청군 단성면 방목리 366-3,127.936893,35.3334632
경남 산청군,양촌엘피지충전소,경남 산청군 오부면 산청대로 2293(외15-10),055-974-0081,자동차충전,경남 산청군 오부면 산청대로 2293(외15-10),127.8735692,35.4509656
경남 양산시,물금LPG충전소,경남 양산시 물금읍 증산리 845-4,055-388-1128,자동차충전,경남 양산시 물금읍 증산리 845-4,129.0054932,35.2936224
경남 양산시,비학에너지(주),경남 양산시 상북면 석계리 953,055-386-1190,자동차충전,경남 양산시 상북면 석계리 953,129.0568311,35.4022222
경남 양산시,부경에너지(주)도륜대충전소," 경남 양산시 상북면 신전리 50,51번지 ",055-781-2900,용기+자동차+탱크+13kg용기,"경남 양산시 상북면 신전리 50,51번지 ",129.0663362,35.4284761
경남 양산시,(주)연성에너지,경남 양산시 신기동 531-24,055-912-9188,자동차충전,경남 양산시 신기동 531-24,129.0382834,35.3568645
경남 양산시,웅상LPG충전소,경남 양산시 용당동 19번지,055-388-6663,자동차충전,경남 양산시 용당동 19번지,129.1879097,35.4313162
경남 양산시,양산가스충전소," 경남 양산시 상북면 석계리 570-1,2.553-2 ",055-374-0569,자동차+13kg용기,"경남 양산시 상북면 석계리 570-1,2.553-2 ",129.0557908,35.4068732
경남 양산시,MS종합가스(주),경남 양산시 주남동 541-10,055-366-5522,용기+자동차+탱크+13kg용기,경남 양산시 주남동 541-10,129.1552962,35.4193924
경남 양산시,(주)신성에너지 통도가스충전소,경남 양산시 하북면 백록리 1036,055-375-2600,자동차충전,경남 양산시 하북면 백록리 1036,129.076741,35.4564516
경남 양산시,풀무원식품(주) 양산(서울방향)충전소,경남 양산시 동면 내송리 산86-2,055-389-1750,자동차충전,경남 양산시 동면 내송리 산86-2,129.0567347,35.3230568
경남 양산시,(주)신성에너지,경남 양산시 북정동 167,055-385-4002,용기+자동차,경남 양산시 북정동 167,129.0462391,35.3705687
경남 양산시,신양산가스충전소,경남 양산시 북부동 4-1/4-2번지,055-386-0780,자동차충전,경남 양산시 북부동 4-1/4-2번지,129.0425692,35.3461825
경남 양산시,남양산충전소,경남 양산시 동면 가산리 1202-30,055-384-3125,자동차충전,경남 양산시 동면 가산리 1202-30,129.0169518,35.2762563
경남 양산시,동해고속충전소,경남 양산시 주진동 163-1,055-365-6999,자동차충전,경남 양산시 주진동 163-1,129.1570663,35.3891625
경남 양산시,통도사(부산방향)충전소,경남 양산시 하북면 순지리 89-5,055-372-6163,자동차충전,경남 양산시 하북면 순지리 89-5,129.0913145,35.4890033
경남 양산시," 양산IC충전소(구,신화충전소) ",경남 양산시 상북면 소토리 507-9,055-374-7735,자동차충전,경남 양산시 상북면 소토리 507-9,129.0468289,35.376188
경남 양산시,호포충전소," 경남 양산시 동면 가산리 1202-30, 1202-46 ",055-387-2261,자동차충전,"경남 양산시 동면 가산리 1202-30, 1202-46 ",129.0169518,35.2762563
경남 의령군,정암LPG충전소,경남 의령군 의령읍 정암리421-5,055-572-5486,자동차충전,경남 의령군 의령읍 정암리421-5,128.2851008,35.3146917
